137,1kmN3650E4458
49,1kmN3650E4459
19,1kmN3650E4460
472,1kmN3650E4461
1300,1kmN3650E4462
2866,1kmN3650E4463
1902,1kmN3650E4464
1815,1kmN3650E4465
2427,1kmN3650E4466
2116,1kmN3650E4467
436,1kmN3650E4468
10,1kmN3650E4469
35,1kmN3651E4454
10,1kmN3651E4455
10,1kmN3651E4456
43,1kmN3651E4457
22,1kmN3651E4458
25,1kmN3651E4459
38,1kmN3651E4460
61,1kmN3651E4461
1728,1kmN3651E4462
1206,1kmN3651E4463
375,1kmN3651E4464
558,1kmN3651E4465
492,1kmN3651E4466
970,1kmN3651E4467
21,1kmN3652E4456
119,1kmN3652E4457
62,1kmN3652E4458
42,1kmN3652E4459
1130,1kmN3652E4460
326,1kmN3652E4461
656,1kmN3652E4462
330,1kmN3652E4463
26,1kmN3652E4464
35,1kmN3652E4465
1,1kmN3652E4467
8,1kmN3653E4457
10,1kmN3653E4458
17,1kmN3653E4459
436,1kmN3653E4460
46,1kmN3653E4461
658,1kmN3653E4463
428,1kmN3653E4464
26,1kmN3653E4465
20,1kmN3653E4467
14,1kmN3654E4459
129,1kmN3654E4460
79,1kmN3654E4461
4,1kmN3654E4462
16,1kmN3654E4466
814,1kmN3654E4467
56,1kmN3654E4468
47,1kmN3655E4460
38,1kmN3655E4461
2,1kmN3655E4463
940,1kmN3655E4467
11,1kmN3655E4468
33,1kmN3656E4460
133,1kmN3656E4467
1,1kmN3657E4464
1,1kmN3657E4467
395,1kmN3642E4480
16,1kmN3643E4472
33,1kmN3643E4473
234,1kmN3643E4477
640,1kmN3643E4478
3,1kmN3643E4479
446,1kmN3643E4480
44,1kmN3643E4481
20,1kmN3644E4471
103,1kmN3644E4472
12,1kmN3644E4473
34,1kmN3644E4474
118,1kmN3644E4475
887,1kmN3644E4476
3189,1kmN3644E4477
1749,1kmN3644E4478
371,1kmN3644E4479
374,1kmN3644E4480
34,1kmN3645E4472
22,1kmN3645E4473
17,1kmN3645E4474
25,1kmN3645E4475
1567,1kmN3645E4476
2708,1kmN3645E4477
2034,1kmN3645E4478
1797,1kmN3645E4479
130,1kmN3645E4480
19,1kmN3646E4475
1572,1kmN3646E4476
2713,1kmN3646E4477
317,1kmN3646E4478
945,1kmN3646E4479
1382,1kmN3647E4478
118,1kmN3647E4479
2531,1kmN3635E4475
4,1kmN3636E4473
327,1kmN3636E4474
1123,1kmN3636E4475
302,1kmN3636E4476
819,1kmN3636E4477
1461,1kmN3636E4478
348,1kmN3636E4479
514,1kmN3636E4480
50,1kmN3636E4482
319,1kmN3637E4472
1099,1kmN3637E4473
1665,1kmN3637E4475
1948,1kmN3637E4476
1152,1kmN3637E4477
869,1kmN3637E4478
1951,1kmN3637E4479
1570,1kmN3637E4480
321,1kmN3637E4482
883,1kmN3638E4472
2288,1kmN3638E4473
293,1kmN3638E4474
603,1kmN3638E4475
985,1kmN3638E4476
490,1kmN3638E4477
412,1kmN3638E4478
674,1kmN3638E4479
712,1kmN3638E4480
771,1kmN3638E4482
224,1kmN3639E4471
2527,1kmN3639E4472
1148,1kmN3639E4473
359,1kmN3639E4474
1,1kmN3639E4475
119,1kmN3639E4477
1142,1kmN3639E4478
1067,1kmN3639E4479
750,1kmN3639E4480
648,1kmN3639E4481
188,1kmN3639E4482
196,1kmN3640E4471
2116,1kmN3640E4472
2741,1kmN3640E4473
938,1kmN3640E4474
553,1kmN3640E4475
204,1kmN3640E4477
333,1kmN3640E4478
1520,1kmN3640E4479
1539,1kmN3640E4480
130,1kmN3640E4481
177,1kmN3640E4482
1519,1kmN3641E4472
1933,1kmN3641E4473
900,1kmN3641E4474
50,1kmN3641E4475
259,1kmN3641E4476
186,1kmN3641E4477
76,1kmN3641E4478
134,1kmN3641E4479
454,1kmN3641E4480
1538,1kmN3641E4481
44,1kmN3641E4482
176,1kmN3642E4472
67,1kmN3642E4473
315,1kmN3642E4474
362,1kmN3642E4475
163,1kmN3642E4476
852,1kmN3642E4477
18,1kmN3642E4478
11,1kmN3642E4479
632,1kmN3642E4481
18,1kmN3643E4475
72,1kmN3643E4476
1,1kmN3623E4466
54,1kmN3624E4463
9,1kmN3624E4465
15,1kmN3624E4466
57,1kmN3624E4467
71,1kmN3625E4462
64,1kmN3625E4463
36,1kmN3625E4464
490,1kmN3625E4465
312,1kmN3625E4466
18,1kmN3625E4467
86,1kmN3626E4461
9,1kmN3626E4462
19,1kmN3626E4463
3,1kmN3626E4464
2,1kmN3626E4465
10,1kmN3626E4466
56,1kmN3627E4461
25,1kmN3627E4462
135,1kmN3627E4463
462,1kmN3627E4464
1410,1kmN3627E4465
233,1kmN3627E4466
40,1kmN3628E4461
2,1kmN3628E4462
34,1kmN3628E4463
644,1kmN3628E4464
2587,1kmN3628E4465
2524,1kmN3628E4466
15,1kmN3629E4457
16,1kmN3629E4458
2,1kmN3629E4459
